Unnamed: 0,Unnamed: 0_x,Player_Name,Position_x,Age,Matches Played,Starts,90 mins played,Non Penalty xG,Expected Assisted Goals,Non Penalty xG + Assisted Goals,Progressive Carries,Progressive Passes,Progressive Passes Recvd,Goals/90,Assists/90,(Goals+Assists)/90,Non Penalty Goals/90,Non Pen Goals+Assists/90,xG/90,Expected Assisted Goals/90,Expected Goals+Assisted Goals/90,Non Penalty xG/90,Non Penalty xG+xAG/90,Shot On Target %,Shots total/90,Shots on Target/90,Goals/Shot,Non Penalty (Goals-xG),Passes Completed,Pass Completion Percentage,Key Passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Through Balls,Switches,Crosses,Shot Creating Actions/90,Successful Take Ons,Tackles,Tackles Won,Number of Blocks,Shots Blocked,Passes Blocked,Interceptions,Clearances,Errors leading to goal,Touches,Touches in Attacking 3rd,Touches in Penalty Box,Penalty Kicks won,Ball Recoveries,% of Aerial Duels won,Unnamed: 53,Goals,Assists,Goals+Assists,Non-penalty goals,Non penalty goals+assists,Unnamed: 0_y,Player Age,Value,Club_Name,Nationality,Position_y,Unnamed: 66,Player_Name.1
2747.0,2709.0,Paolo Lebas,MF,19.0,1,0.0,0.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,12.0,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,3.0,,,0,0.0,0.0,0.0,0.0,,,,AC Ajaccio,,,,Paolo Lebas
2748.0,2710.0,Mehdi Puch Herrantz,MF,18.0,4,0.0,0.5,0.0,0.1,0.1,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,,0.0,0.0,,0.0,22.0,78.6,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.63,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,37.0,13.0,2.0,0.0,6.0,0.0,,0,0.0,0.0,0.0,0.0,,,,AC Ajaccio,,,,Mehdi Puch Herrantz
2749.0,2711.0,Ruan Levine,"MF,FW",23.0,3,0.0,0.3,0.2,0.1,0.3,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.56,0.46,1.02,0.56,1.02,50.0,7.5,3.75,0.0,-0.2,13.0,92.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,23.0,10.0,3.0,0.0,4.0,0.0,,0,0.0,0.0,0.0,0.0,2635.0,24.0,100k,AC Ajaccio,Brazil,Right Winger,,Ruan Levine
2750.0,2712.0,Anthony Khelifa,DF,16.0,2,0.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,11.0,91.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,,,0,0.0,0.0,0.0,0.0,,,,AC Ajaccio,,,,Anthony Khelifa
2751.0,2713.0,James Ward-Prowse,MF,27.0,38,38.0,37.5,2.5,6.2,8.7,19.0,189.0,58.0,0.24,0.11,0.35,0.19,0.29,0.15,0.17,0.32,0.07,0.23,40.0,1.07,0.43,0.18,4.5,1716.0,78.9,74.0,177.0,31.0,16.0,2.0,14.0,241.0,3.39,1.0,65.0,37.0,30.0,10.0,20.0,55.0,48.0,0.0,2484.0,667.0,28.0,0.0,222.0,45.8,,9,4.0,13.0,7.0,11.0,310.0,28.0,38.00m,Southampton FC,England,Central Midfield,,James Ward-Prowse
2752.0,2714.0,Gavin Bazunu,GK,20.0,32,32.0,32.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,718.0,61.0,1.0,42.0,1.0,0.0,0.0,1.0,0.0,0.22,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,1253.0,0.0,0.0,0.0,39.0,100.0,,0,0.0,0.0,0.0,0.0,295.0,21.0,18.00m,Southampton FC,Ireland,Goalkeeper,,Gavin Bazunu
2753.0,2715.0,Kyle Walker-Peters,DF,25.0,31,30.0,29.4,1.0,1.4,2.5,102.0,97.0,114.0,0.03,0.0,0.03,0.03,0.03,0.03,0.05,0.08,0.03,0.08,38.5,0.44,0.17,0.08,0.0,1019.0,77.0,15.0,71.0,28.0,9.0,1.0,1.0,50.0,1.8,0.0,61.0,32.0,47.0,8.0,39.0,27.0,52.0,0.0,1692.0,520.0,50.0,0.0,156.0,36.4,,1,0.0,1.0,1.0,1.0,305.0,26.0,25.00m,Southampton FC,England,Right-Back,,Kyle Walker-Peters
2754.0,2716.0,Mohamed Elyounoussi,"MF,FW",27.0,33,27.0,24.1,3.5,2.1,5.6,56.0,50.0,98.0,0.04,0.04,0.08,0.04,0.08,0.15,0.09,0.23,0.15,0.23,27.8,1.49,0.42,0.03,-2.5,426.0,67.3,18.0,32.0,19.0,6.0,7.0,1.0,34.0,1.7,0.0,46.0,28.0,40.0,3.0,37.0,27.0,37.0,0.0,952.0,362.0,54.0,0.0,132.0,45.7,,1,1.0,2.0,1.0,2.0,316.0,28.0,12.00m,Southampton FC,Norway,Left Winger,,Mohamed Elyounoussi
2755.0,2717.0,Roméo Lavia,MF,18.0,29,26.0,24.7,0.4,0.6,1.0,22.0,102.0,14.0,0.04,0.0,0.04,0.04,0.04,0.02,0.03,0.04,0.02,0.04,25.0,0.49,0.12,0.08,0.6,859.0,86.2,16.0,101.0,9.0,0.0,5.0,9.0,3.0,1.66,0.0,60.0,35.0,47.0,11.0,36.0,33.0,23.0,1.0,1288.0,177.0,1.0,1.0,187.0,41.2,,1,0.0,1.0,1.0,1.0,308.0,19.0,25.00m,Southampton FC,Belgium,Defensive Midfield,,Roméo Lavia
2756.0,2718.0,Armel Bella Kotchap,DF,20.0,24,24.0,20.9,1.0,1.0,2.1,9.0,39.0,2.0,0.0,0.1,0.1,0.0,0.1,0.05,0.05,0.1,0.05,0.1,14.3,0.67,0.1,0.0,-1.0,749.0,79.9,6.0,32.0,4.0,0.0,1.0,9.0,4.0,0.67,0.0,37.0,17.0,29.0,12.0,17.0,44.0,110.0,0.0,1211.0,46.0,22.0,0.0,145.0,58.8,,0,2.0,2.0,0.0,2.0,,,,Southampton FC,,,,Armel Bella Kotchap
2757.0,2719.0,Che Adams,FW,26.0,28,23.0,22.1,6.6,2.8,9.4,17.0,34.0,115.0,0.23,0.14,0.36,0.23,0.36,0.3,0.13,0.42,0.3,0.42,29.8,2.12,0.63,0.11,-1.6,330.0,66.3,24.0,21.0,11.0,2.0,6.0,7.0,12.0,2.57,0.0,17.0,13.0,13.0,4.0,9.0,4.0,22.0,0.0,717.0,377.0,103.0,0.0,53.0,37.2,,5,3.0,8.0,5.0,8.0,,,,Southampton FC,,,,Che Adams
2758.0,2720.0,Romain Perraud,DF,24.0,29,22.0,20.4,1.3,1.9,3.2,33.0,62.0,122.0,0.1,0.1,0.2,0.1,0.2,0.06,0.09,0.16,0.06,0.16,20.0,1.47,0.29,0.07,0.7,623.0,70.4,15.0,47.0,15.0,8.0,1.0,0.0,77.0,1.86,1.0,54.0,33.0,24.0,6.0,18.0,20.0,42.0,0.0,1153.0,395.0,39.0,0.0,97.0,37.8,,2,2.0,4.0,2.0,4.0,303.0,25.0,12.00m,Southampton FC,France,Left-Back,,Romain Perraud
2759.0,2721.0,Mohammed Salisu,DF,23.0,22,21.0,21.9,1.5,0.6,2.1,5.0,82.0,4.0,0.0,0.05,0.05,0.0,0.05,0.07,0.03,0.1,0.07,0.1,21.1,0.87,0.18,0.0,-1.5,879.0,73.5,7.0,80.0,7.0,4.0,1.0,10.0,13.0,1.14,0.0,51.0,29.0,56.0,25.0,31.0,31.0,122.0,1.0,1504.0,124.0,25.0,0.0,158.0,67.9,,0,1.0,1.0,0.0,1.0,299.0,23.0,18.00m,Southampton FC,Ghana,Centre-Back,,Mohammed Salisu
2760.0,2722.0,Jan Bednarek,DF,26.0,20,20.0,18.6,0.4,0.1,0.5,8.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,0.0,0.43,0.0,0.0,-0.4,753.0,83.5,3.0,33.0,1.0,0.0,0.0,3.0,1.0,0.38,0.0,27.0,21.0,38.0,27.0,11.0,49.0,87.0,0.0,1127.0,37.0,14.0,0.0,98.0,71.4,,0,0.0,0.0,0.0,0.0,301.0,27.0,14.00m,Southampton FC,Poland,Centre-Back,,Jan Bednarek
2761.0,2723.0,Stuart Armstrong,"MF,FW",30.0,32,14.0,15.6,2.4,2.2,4.7,61.0,75.0,88.0,0.13,0.06,0.19,0.13,0.19,0.15,0.14,0.3,0.15,0.3,26.1,1.47,0.38,0.09,-0.4,531.0,78.6,18.0,47.0,32.0,7.0,3.0,3.0,37.0,3.2,0.0,32.0,21.0,18.0,0.0,18.0,10.0,9.0,1.0,864.0,341.0,37.0,0.0,83.0,42.9,,2,1.0,3.0,2.0,3.0,312.0,31.0,6.00m,Southampton FC,Scotland,Central Midfield,,Stuart Armstrong
2762.0,2724.0,Adam Armstrong,"FW,MF",25.0,30,14.0,14.8,2.1,1.3,3.3,39.0,16.0,70.0,0.13,0.07,0.2,0.13,0.2,0.14,0.09,0.23,0.14,0.23,48.0,1.69,0.81,0.08,-0.1,220.0,72.8,11.0,13.0,10.0,2.0,0.0,4.0,14.0,1.62,0.0,14.0,9.0,15.0,3.0,12.0,5.0,6.0,0.0,458.0,222.0,46.0,0.0,54.0,19.2,,2,1.0,3.0,2.0,3.0,323.0,26.0,12.00m,Southampton FC,England,Centre-Forward,,Adam Armstrong
2763.0,2725.0,Ainsley Maitland-Niles,"DF,MF",24.0,22,13.0,15.6,0.0,0.7,0.7,15.0,57.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,100.0,0.06,0.06,0.0,0.0,565.0,79.2,10.0,52.0,12.0,5.0,2.0,3.0,20.0,1.54,0.0,45.0,24.0,28.0,7.0,21.0,22.0,45.0,1.0,912.0,155.0,7.0,1.0,90.0,57.7,,0,0.0,0.0,0.0,0.0,313.0,25.0,8.00m,Southampton FC,England,Right Midfield,,Ainsley Maitland-Niles
2764.0,2726.0,Joe Aribo,"MF,FW",26.0,21,13.0,13.6,1.5,0.8,2.3,19.0,39.0,64.0,0.15,0.0,0.15,0.15,0.15,0.11,0.06,0.17,0.11,0.17,57.1,1.03,0.59,0.14,0.5,280.0,72.7,9.0,20.0,9.0,0.0,0.0,0.0,8.0,1.99,1.0,31.0,20.0,14.0,1.0,13.0,10.0,11.0,0.0,566.0,222.0,46.0,0.0,76.0,41.1,,2,0.0,2.0,2.0,2.0,314.0,26.0,15.00m,Southampton FC,Nigeria,Attacking Midfield,,Joe Aribo
2765.0,2727.0,Theo Walcott,"FW,MF",33.0,20,13.0,12.5,2.2,2.0,4.2,21.0,14.0,62.0,0.16,0.16,0.32,0.16,0.32,0.18,0.16,0.33,0.18,0.33,35.0,1.59,0.56,0.1,-0.2,180.0,68.7,15.0,7.0,7.0,2.0,1.0,0.0,21.0,2.23,0.0,13.0,6.0,8.0,1.0,7.0,9.0,7.0,0.0,384.0,169.0,44.0,0.0,53.0,52.9,,2,2.0,4.0,2.0,4.0,320.0,34.0,1.80m,Southampton FC,England,Right Winger,,Theo Walcott
2766.0,2728.0,Carlos Alcaraz,"MF,FW",19.0,18,13.0,11.4,1.9,0.7,2.6,20.0,28.0,32.0,0.35,0.17,0.52,0.35,0.52,0.17,0.06,0.23,0.17,0.23,41.7,2.1,0.87,0.17,2.1,222.0,76.6,5.0,20.0,6.0,0.0,2.0,4.0,4.0,1.92,0.0,10.0,5.0,14.0,5.0,9.0,1.0,11.0,0.0,430.0,130.0,23.0,0.0,53.0,20.6,,4,2.0,6.0,4.0,6.0,311.0,20.0,12.00m,Southampton FC,Argentina,Central Midfield,,Carlos Alcaraz
2767.0,2729.0,Lyanco,DF,25.0,21,11.0,13.1,0.6,0.5,1.0,13.0,35.0,4.0,0.08,0.08,0.15,0.08,0.15,0.04,0.04,0.08,0.04,0.08,33.3,0.92,0.31,0.08,0.4,400.0,71.7,4.0,31.0,3.0,1.0,3.0,6.0,7.0,0.69,0.0,24.0,16.0,30.0,25.0,5.0,20.0,65.0,2.0,720.0,64.0,12.0,0.0,83.0,56.8,,1,1.0,2.0,1.0,2.0,302.0,26.0,4.00m,Southampton FC,Brazil,Centre-Back,,Lyanco
2768.0,2730.0,Ibrahima Diallo,MF,23.0,18,11.0,9.1,0.2,0.1,0.3,9.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,0.0,0.66,0.0,0.0,-0.2,317.0,78.9,4.0,24.0,2.0,0.0,0.0,2.0,4.0,1.1,0.0,25.0,15.0,11.0,1.0,10.0,6.0,11.0,0.0,499.0,74.0,4.0,0.0,82.0,62.5,,0,0.0,0.0,0.0,0.0,309.0,24.0,8.00m,Southampton FC,France,Defensive Midfield,,Ibrahima Diallo
2769.0,2731.0,Kamaldeen Sulemana,"FW,MF",20.0,18,10.0,10.7,1.7,1.3,3.0,32.0,36.0,80.0,0.19,0.09,0.28,0.19,0.28,0.16,0.12,0.28,0.16,0.28,29.2,2.24,0.65,0.08,0.3,189.0,71.3,14.0,11.0,10.0,1.0,1.0,1.0,18.0,3.72,1.0,15.0,9.0,16.0,0.0,16.0,6.0,6.0,0.0,431.0,222.0,44.0,0.0,39.0,26.3,,2,1.0,3.0,2.0,3.0,315.0,21.0,22.00m,Southampton FC,Ghana,Left Winger,,Kamaldeen Sulemana
2770.0,2732.0,Duje Caleta-Car,DF,25.0,13,9.0,10.5,0.8,0.0,0.8,5.0,33.0,0.0,0.1,0.0,0.1,0.1,0.1,0.08,0.0,0.08,0.08,0.08,40.0,0.48,0.19,0.2,0.2,480.0,84.5,1.0,26.0,0.0,0.0,0.0,3.0,1.0,0.57,0.0,14.0,10.0,15.0,11.0,4.0,15.0,65.0,1.0,695.0,15.0,9.0,0.0,54.0,59.4,,1,0.0,1.0,1.0,1.0,,,,Southampton FC,,,,Duje Caleta-Car
2771.0,2733.0,Moussa Djenepo,"DF,FW",24.0,16,7.0,7.9,0.2,0.5,0.7,27.0,19.0,39.0,0.0,0.25,0.25,0.0,0.25,0.02,0.06,0.09,0.02,0.09,66.7,0.38,0.25,0.0,-0.2,179.0,73.4,9.0,13.0,5.0,3.0,0.0,2.0,12.0,2.15,2.0,19.0,11.0,19.0,2.0,17.0,11.0,7.0,0.0,358.0,102.0,16.0,0.0,56.0,23.1,,0,2.0,2.0,0.0,2.0,317.0,24.0,10.00m,Southampton FC,Mali,Left Winger,,Moussa Djenepo
2772.0,2734.0,Alex McCarthy,GK,32.0,6,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,150.0,60.2,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,261.0,0.0,0.0,0.0,7.0,100.0,,0,0.0,0.0,0.0,0.0,296.0,33.0,2.00m,Southampton FC,England,Goalkeeper,,Alex McCarthy
2773.0,2735.0,Samuel Edozie,"FW,MF",19.0,17,5.0,6.3,0.9,0.4,1.3,26.0,13.0,39.0,0.0,0.0,0.0,0.0,0.0,0.14,0.06,0.2,0.14,0.2,37.5,1.27,0.48,0.0,-0.9,111.0,67.7,8.0,6.0,6.0,1.0,1.0,0.0,11.0,3.18,0.0,17.0,10.0,7.0,0.0,7.0,6.0,6.0,0.0,278.0,148.0,32.0,1.0,30.0,33.3,,0,0.0,0.0,0.0,0.0,319.0,20.0,7.00m,Southampton FC,England,Left Winger,,Samuel Edozie
2774.0,2736.0,Sekou Mara,"FW,MF",20.0,22,4.0,6.2,1.0,0.8,1.8,7.0,7.0,27.0,0.16,0.32,0.49,0.16,0.49,0.17,0.12,0.29,0.17,0.29,23.5,2.76,0.65,0.06,0.0,68.0,63.6,6.0,6.0,2.0,0.0,1.0,0.0,1.0,1.95,1.0,14.0,10.0,11.0,0.0,11.0,1.0,5.0,0.0,221.0,103.0,26.0,0.0,25.0,38.5,,1,2.0,3.0,1.0,3.0,,,,Southampton FC,,,,Sekou Mara
2775.0,2737.0,Paul Onuachu,FW,28.0,11,4.0,4.5,1.3,0.1,1.4,1.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.28,0.03,0.31,0.28,0.31,45.5,2.43,1.11,0.0,-1.3,55.0,60.4,4.0,4.0,2.0,0.0,0.0,2.0,0.0,1.55,0.0,3.0,2.0,4.0,1.0,3.0,0.0,4.0,0.0,153.0,73.0,25.0,0.0,14.0,55.2,,0,0.0,0.0,0.0,0.0,322.0,28.0,17.00m,Southampton FC,Nigeria,Centre-Forward,,Paul Onuachu
2776.0,2738.0,James Bree,DF,24.0,5,4.0,4.1,0.0,0.2,0.3,4.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.06,0.01,0.06,100.0,0.25,0.25,0.0,0.0,133.0,74.7,4.0,5.0,5.0,4.0,0.0,1.0,13.0,1.47,0.0,5.0,3.0,3.0,1.0,2.0,6.0,11.0,0.0,213.0,75.0,2.0,0.0,17.0,69.2,,0,0.0,0.0,0.0,0.0,307.0,25.0,3.00m,Southampton FC,England,Right-Back,,James Bree
2777.0,2739.0,Juan Larios,DF,18.0,5,2.0,1.7,0.0,0.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,63.0,76.8,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.59,0.0,7.0,6.0,2.0,0.0,2.0,3.0,4.0,0.0,106.0,20.0,2.0,0.0,9.0,28.6,,0,0.0,0.0,0.0,0.0,304.0,19.0,7.00m,Southampton FC,Spain,Left-Back,,Juan Larios
2778.0,2740.0,Oriol Romeu,MF,30.0,1,1.0,0.8,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,28.0,93.3,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.65,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,37.0,14.0,1.0,0.0,8.0,100.0,,0,0.0,0.0,0.0,0.0,835.0,31.0,5.00m,Girona FC,Spain,Defensive Midfield,,Oriol Romeu
2779.0,2741.0,Yan Valery,DF,23.0,1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,15.0,65.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,28.0,3.0,0.0,0.0,2.0,100.0,,0,0.0,0.0,0.0,0.0,2533.0,24.0,2.50m,Angers SCO,Tunisia,Right-Back,,Yan Valery
2780.0,2742.0,Jack Stephens,DF,28.0,2,0.0,0.5,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,23.0,82.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,33.0,8.0,0.0,0.0,0.0,100.0,,0,0.0,0.0,0.0,0.0,514.0,29.0,5.00m,AFC Bournemouth,England,Centre-Back,,Jack Stephens
2781.0,2743.0,Valentino Livramento,"DF,FW",19.0,2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,21.0,80.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,37.0,3.0,0.0,0.0,4.0,0.0,,0,0.0,0.0,0.0,0.0,,,,Southampton FC,,,,Valentino Livramento
2782.0,2744.0,Dominic Ballard,"FW,MF",17.0,2,0.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,5.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,5.0,0.0,0.0,2.0,20.0,,0,0.0,0.0,0.0,0.0,,,,Southampton FC,,,,Dominic Ballard
2783.0,2745.0,Kami Doyle,MF,16.0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,,,,Southampton FC,,,,Kami Doyle
2784.0,2746.0,Mislav Oric,MF,29.0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,,,0,0.0,0.0,0.0,0.0,,,,Southampton FC,,,,Mislav Oric
2785.0,2747.0,Samuel Amo-Ameyaw,MF,16.0,1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86,0.0,0.86,,0.0,0.0,,0.0,5.0,83.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,,0,0.0,0.0,0.0,0.0,,,,Southampton FC,,,,Samuel Amo-Ameyaw
2787.0,2749.0,Édgar Badía,GK,30.0,36,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,791.0,73.8,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,1189.0,0.0,0.0,0.0,33.0,88.9,,0,0.0,0.0,0.0,0.0,1004.0,31.0,4.00m,Elche CF,Spain,Goalkeeper,,Édgar Badía
2788.0,2750.0,Gerard Gumbau,MF,27.0,35,31.0,30.4,2.3,6.2,8.5,18.0,145.0,52.0,0.03,0.2,0.23,0.03,0.23,0.08,0.2,0.28,0.08,0.28,38.3,1.55,0.59,0.02,-1.3,1112.0,76.9,73.0,124.0,24.0,12.0,3.0,42.0,164.0,3.98,0.0,44.0,25.0,32.0,8.0,24.0,28.0,40.0,0.0,1709.0,433.0,28.0,0.0,165.0,42.3,,1,6.0,7.0,1.0,7.0,1019.0,28.0,3.00m,Elche CF,Spain,Defensive Midfield,,Gerard Gumbau
2789.0,2751.0,Carlos Clerc,"DF,MF",30.0,32,31.0,29.3,0.6,2.1,2.7,51.0,107.0,91.0,0.0,0.03,0.03,0.0,0.03,0.02,0.07,0.09,0.02,0.09,33.3,0.31,0.1,0.0,-0.6,1040.0,74.4,16.0,78.0,18.0,9.0,1.0,8.0,89.0,1.4,0.0,75.0,51.0,29.0,7.0,22.0,28.0,94.0,1.0,1714.0,370.0,25.0,0.0,151.0,47.6,,0,1.0,1.0,0.0,1.0,1014.0,31.0,1.80m,Elche CF,Spain,Left-Back,,Carlos Clerc
2790.0,2752.0,Lucas Boyé,FW,26.0,35,29.0,27.4,7.5,2.9,10.5,58.0,63.0,160.0,0.26,0.07,0.33,0.26,0.33,0.3,0.11,0.41,0.27,0.38,28.2,2.6,0.73,0.1,-0.5,510.0,78.5,29.0,35.0,22.0,5.0,2.0,7.0,15.0,2.74,0.0,36.0,16.0,33.0,5.0,28.0,15.0,46.0,0.0,1121.0,456.0,116.0,0.0,104.0,46.2,,7,2.0,9.0,7.0,9.0,1028.0,27.0,6.00m,Elche CF,Argentina,Centre-Forward,,Lucas Boyé
2791.0,2753.0,Omar Mascarell,"MF,DF",29.0,28,28.0,27.2,0.4,1.1,1.5,27.0,116.0,6.0,0.0,0.04,0.04,0.0,0.04,0.02,0.04,0.05,0.02,0.05,33.3,0.33,0.11,0.0,-0.4,1091.0,85.9,20.0,101.0,4.0,1.0,0.0,20.0,22.0,1.54,0.0,53.0,26.0,51.0,19.0,32.0,45.0,54.0,1.0,1539.0,150.0,5.0,0.0,157.0,56.3,,0,1.0,1.0,0.0,1.0,1018.0,30.0,3.50m,Elche CF,Spain,Defensive Midfield,,Omar Mascarell
2792.0,2754.0,Pedro Bigas,DF,31.0,28,25.0,22.4,1.8,0.0,1.8,19.0,83.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,36.4,0.98,0.36,0.0,-1.8,843.0,80.1,0.0,63.0,1.0,1.0,0.0,18.0,5.0,0.62,0.0,37.0,20.0,25.0,14.0,11.0,33.0,95.0,0.0,1302.0,63.0,19.0,1.0,123.0,68.9,,0,0.0,0.0,0.0,0.0,1009.0,32.0,1.00m,Elche CF,Spain,Centre-Back,,Pedro Bigas
2793.0,2755.0,Tete Morente,"MF,DF",25.0,32,23.0,23.0,4.2,1.1,5.3,60.0,63.0,193.0,0.17,0.0,0.17,0.17,0.17,0.18,0.05,0.23,0.18,0.23,30.4,2.0,0.61,0.09,-0.2,571.0,72.7,16.0,44.0,19.0,9.0,0.0,2.0,99.0,2.31,0.0,33.0,21.0,23.0,3.0,20.0,25.0,28.0,0.0,1068.0,509.0,60.0,1.0,98.0,62.5,,4,0.0,4.0,4.0,4.0,1024.0,26.0,2.50m,Elche CF,Spain,Left Winger,,Tete Morente
2794.0,2756.0,Helibelton Palacios,DF,29.0,24,23.0,21.3,0.4,0.7,1.1,25.0,51.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.02,0.05,75.0,0.19,0.14,0.0,-0.4,623.0,74.6,7.0,49.0,7.0,4.0,0.0,4.0,18.0,0.99,0.0,38.0,20.0,26.0,12.0,14.0,20.0,55.0,0.0,1030.0,122.0,9.0,0.0,118.0,45.7,,0,0.0,0.0,0.0,0.0,1017.0,29.0,1.20m,Elche CF,Colombia,Right-Back,,Helibelton Palacios
2795.0,2757.0,Pere Milla,"FW,MF",29.0,31,21.0,20.5,3.0,1.2,4.2,23.0,65.0,83.0,0.29,0.05,0.34,0.15,0.2,0.26,0.06,0.32,0.15,0.2,21.2,1.61,0.34,0.09,0.0,410.0,70.1,14.0,53.0,10.0,2.0,2.0,5.0,14.0,2.07,0.0,31.0,20.0,18.0,3.0,15.0,9.0,19.0,1.0,822.0,245.0,59.0,1.0,97.0,45.9,,6,1.0,7.0,3.0,4.0,1023.0,30.0,3.00m,Elche CF,Spain,Left Winger,,Pere Milla
